Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Secondary Package – Process Qualification (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Distribution Testing Procedure – Approve Test Protocol & Distribution Test Results (as needed)  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Calculate Thermal Density of Temperature Shipping Systems (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Qualification Report of Insulated Shipping Container for Temperature Sensitive Products (as needed)  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Shipping Process Validation Report – Cold Chain (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Final Labeling - approved IFU and device/packaging labels (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,IFU - DDO Submission & HA Approval (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update General Safety and Performance Requirements (GSPR) Checklist (if required) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Product Risk Assessment (PRA) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Process-FMEA As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Risk Management Report As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update DMR As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update DHF As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Clinical Submission As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Regulatory Submission As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,"Post-Market Product Management Plan (if applicable) - Note: This could include planned design changes, enhancements, process changes, site transfers, etc. As per CPDP Design & Process Validation Stage in DS-SOP-16238",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Commercialization readiness checklist As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Design Validation and Process Validation Stage Design Review As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Stage Gate Approval Form As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Pre-Submission meeting package completed (if applicable).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,"Review the current MAA/BLA review process (BLA/MAA kick off meeting, extended team review, functional area review, and BLA/MAA endorsement) with other functions (if not done yet in Stage Gate 8).",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,"Create and complete the device technical dossier for review and opinion by NB, if applicable",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Marketing Application development in progress and complete dossier strategy for derivative dossiers ,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP process validation data level 1 governance review completed (9B).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP & Device criticality analysis and control strategy review by level 1 governance completed (9B).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP development history and other CTD source documents completed.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP and Device pre-BLA meeting content & management review completed (if applicable). ,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,JJ Packaging Design Protocol (review and updated when needed),,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,"Complete or revisit Complexity Assessment Form with team.  Create or revise (if necessary) complexity assessment decision.  Create or revise uFMEA for commercial product, if needed.  Complete HF studies, if needed.",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal DS and DP batches manufactured.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS & DP shipment (simulated transportation supportive) study report approved.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal device batches manufactured (if applicable),,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"ProVal characterization, release and stability samples sent to testing labs (as required).",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Commercial Secondary Packaging Source locked.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,High level Commercial Launch Strategy initiated.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Updated strategic forecast and capacity planning for API and DP via NPS/FIS.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Update SWOT Assessment (if needed).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,E2E Value Chain Risk Management started if feasible.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Product Strategy Roadmap (PSR) refreshed.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS: at-risk launch inventory build approved and production initiated (if needed).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"Functional area review of DS and DP reports, including process validation data and small-scale model validation, criticality analysis, and development history. ",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Review cold-chain and DS/DP shipping strategy (for primary containers).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Validation Execution Plan Completed,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Complete container closure integrity study for DP,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Cleaning validation completed.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete analysis and documentation of raw material-related elements of Process Validation (media, buffers, resins, chemicals, excipients and polymeric product contact materials).",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete raw material-related source documents for CTD for media, buffers, resins, excipients and polymeric product contact materials.",,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Initiate leachable study to support BLA/Marketing Application using Process validation batches.,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete EU Excipient Risk Assessment (DP-independent by end of PPQ and DP-dependent as part of BLA preparation).,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete ICH Q3D Elemental Impurities Risk Assessment on DP,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional risk management activities are completed/known",,,,,
